,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9
M_DR_L043M2NAAA,63.129909999999995,36.870090000000005,0.982977,58.510516,1.373333,43.73337,0.717097,42.684321000000004,0.539583,32.118056,0.786667,76.392903,0.435,0.201667,2.1772400000000003,3.143837,6.517048,-35.903572,-0.900956,4.583662,15.805778,13.541,1.956333,11.584667,50.054708000000005,93.092573,3.626,-0.621667,4.247667,55.803180000000005,37.05507,-2.633667,-15.76,13.126332999999999,32.036445,70.578236,26.371,28.767,-0.453333,9.314667,27.492666999999997,9.068333,29.220333,12.016213,50.115579,100.0,64.407494,0.838667,4.086666999999999,-2.885,-2.968667,2.7273330000000002,-3.4916669999999996,7.578333,17.614933999999998,61.48788100000001,87.840789,66.298307,12.931333,2.255667,10.675667,51.718753,8.609873,13.799667000000001,30.577333000000003,9.951667,30.893666999999997,31.565,12.009333,21.617,62.765465,45.526343,63.99688199999999,96.159451,3.2673330000000003,-1.7526669999999998,5.02,82.78926899999999,62.15864499999999,7.782333,-4.266667,12.049,62.903546999999996,94.112252,3.459,13.874,-5.196,-0.629667,4.574333,-0.762,19.07,46.162414,4.499568,84.19218000000001,75.673464,8.546333,-16.343667,24.89,74.603247,39.565574
M_IZ_L043M3NAAA,67.075819,32.924181,1.150933,68.102564,1.311667,45.837375,0.8788360000000001,52.002144,0.534097,31.603353000000002,0.605,99.908659,0.451667,0.255,-74.814098,94.818256,181.951784,-134.93891499999998,-104.422095,36.148171000000005,53.449525,22.368667000000002,9.055667,13.313,22.570492,48.494793,2.41,-3.762,6.172,37.727261999999996,38.458828999999994,8.02,-1.666,9.686,36.928377000000005,46.039915,39.177333000000004,39.318333,-0.744,16.029332999999998,40.224333,16.029332999999998,41.713667,2.921647,54.42125600000001,93.20961,67.075819,-3.414333,5.040333,-5.244,-0.271333,0.262,-4.963667,11.317,50.565866,6.087644999999999,77.567187,81.04782800000001,5.993,-11.666333,17.659333,52.969283999999995,85.79796999999999,13.563,53.591333,4.882333,54.529667,59.902,8.775,55.019667000000005,66.693841,33.377301,71.653356,98.060353,3.037,-2.557667,5.594666999999999,80.302913,64.87163699999999,-3.2976669999999997,-14.932332999999998,11.634667,76.954865,60.266328,14.361332999999998,22.534667000000002,-1.417333,3.079333,19.067,3.079333,23.952,51.670093,27.689583000000002,94.320539,67.075819,20.694333,-34.604,55.29833299999999,83.550613,3.9556839999999998
M_DR_L043M3NAAA,64.605862,35.394138,1.083733,64.126233,1.276667,47.023878,0.849076,50.241156,0.616837,36.499210999999995,0.706667,84.91802,0.43333299999999997,0.17166700000000001,-41.907668,51.516067,53.15551899999999,-69.581701,-53.766468,23.92257,29.875651,22.368667000000002,8.843,13.525667000000002,67.75359399999999,62.989332999999995,3.2216669999999996,-2.712333,5.934,51.864003000000004,26.916072999999997,0.899667,-8.02,8.919667,58.6919,82.528469,35.216,35.452,4.789333,14.538332999999998,37.302333000000004,14.538332999999998,32.513,1.421189,53.515933,95.271615,64.605862,-2.7816669999999997,3.711667,-4.1523330000000005,-1.239,0.171,-4.370667,8.557333,51.72905,4.304768,79.892922,81.248329,7.124333,-3.0966669999999996,10.221,54.427378000000004,3.6764080000000003,13.753667000000002,27.677333,7.511667,28.334,31.295333000000003,13.970667,23.783667,64.21399699999999,42.926638,78.020273,99.33099,3.478333,-3.250667,6.729,78.940568,64.871499,-9.715667,-21.191,11.475333000000001,54.97153,70.497724,4.480333,16.67,-6.675,0.926667,9.765333,0.926667,23.345,49.056166,5.488903,90.311027,64.605862,17.798333,-16.456,34.254333,82.17206999999999,42.584897
M_IZ_L050M1NAAA,71.383372,28.616628000000002,0.53764,32.021440999999996,1.9816669999999998,30.294542,0.271246,16.155226000000003,0.256023,15.248560999999999,1.0,60.031249,0.543333,0.44,-19.887095000000002,21.511674,43.633863,-33.545809999999996,-28.899106,12.053227,22.565873999999997,18.614667,14.387332999999998,4.227333,67.38682299999999,10.546997,2.46,0.292333,2.167667,15.055315,51.887715,2.8216669999999997,-6.664667,9.486333,37.561752,79.243344,30.925,30.955,7.699333,15.895667000000001,33.169667,15.895667000000001,25.470333,1.767677,60.005871,94.70715600000001,71.383372,-1.194,3.72,-3.241,-3.2823330000000004,-0.512667,-3.4763330000000003,7.196333,35.01344,71.13091700000001,87.56642099999999,72.55673,9.446,0.232,9.214,92.238279,33.711131,13.778667,31.313,11.669333,31.650333000000003,33.733667,15.775667000000002,22.064332999999998,71.13091700000001,49.600345000000004,73.635798,98.804714,4.449,1.414,3.035,76.257533,71.404238,-5.0206669999999995,-15.656667,10.636,51.060534999999994,87.348414,5.3013330000000005,18.437,2.0276669999999997,4.15,11.436333,3.85,16.409333,54.20932,68.942931,85.73656700000001,81.484382,5.579667,-18.743333,24.323,78.416235,46.436777
M_DR_L050M1NAAA,72.374612,27.625388,0.533837,31.794918,1.9616669999999998,30.633649,0.2714,16.164362,0.293133,17.458804999999998,0.983333,61.115586,0.566667,0.43333299999999997,-21.882154,25.469620000000003,65.80671099999999,-74.064051,-50.709441,12.231078,37.741176,18.505,14.365,4.14,22.600282999999997,73.115564,0.385333,-2.4016669999999998,2.787,43.775359,51.948103,7.112,-2.334333,9.446333000000001,30.377048,86.103091,33.824333,34.11,9.791,19.911,35.705333,19.911,25.914333,1.346801,59.285111,95.722606,72.374612,-4.6283330000000005,0.669667,-5.889333000000001,-5.895333,-4.648,-6.336333,7.022,36.311474,71.31288,89.608576,90.346939,15.551667000000002,5.549,10.002667,54.695494999999994,70.51752900000001,15.978,41.299667,12.619,41.868333,49.332333,16.178667,36.713333,72.119332,37.36913,77.211403,100.0,5.474,2.285333,3.1886669999999997,64.106115,49.82675,-14.226,-22.926333,8.700333,28.384145,65.402062,2.662,18.266,-6.526,-6.343333,6.563,-6.385667,24.807333,55.387942,71.77176999999999,89.228749,72.94511,-4.465,-29.807333,25.342333,81.90539799999999,45.778048
M_IZ_L052M2NAAA,71.490938,28.509062,0.925657,60.526872999999995,1.261667,47.571437,0.734176,48.006459,0.48383699999999996,31.636828,0.591667,101.565217,0.435,0.238333,-44.287077000000004,83.937414,167.46289,-205.145809,-97.395121,20.114214999999998,46.188553000000006,27.607667,21.458,6.149667,49.768664,52.152778000000005,-1.471667,-8.335666999999999,6.864,32.532605,82.738311,8.496333,-1.017333,9.513667,71.680217,69.943931,50.011333,50.789667,11.102333,24.151667,52.908333,24.151667,41.985333000000004,7.3903289999999995,59.06085600000001,93.40935400000001,71.490938,-11.044333,-1.6386669999999999,-11.061333,-8.399,-8.399,-12.088333,10.449667,57.071888,0.130719,71.490938,92.42678199999999,4.759333,-9.145333,13.904667000000002,57.380826,91.77797,14.869667000000002,48.881,8.119333000000001,50.200333,63.891,12.349,56.682,71.09451,53.382365,78.893385,99.348958,3.230667,-3.894,7.124667,61.128434999999996,55.713088,13.259,-0.139667,13.398667000000001,54.92195,54.250533,0.146,18.861333,-8.721333,-6.425667,8.806,-7.048333,28.148333,46.070847,48.943214000000005,89.175086,82.560179,8.883333,-34.996666999999995,43.88,78.965171,77.309713
M_DR_L052M2NAAA,66.026839,33.973161,0.89207,58.330983999999994,1.28,46.876436,0.696937,45.571567,0.447607,29.268506,0.673333,89.237716,0.36,0.231667,-60.72854399999999,13.588234,44.163118,-130.945304,-38.265245,37.349375,18.651048,28.197333,22.846,5.351333,63.142253000000004,34.965328,7.855,1.377,6.478,31.034447999999998,46.451586999999996,1.8426669999999998,-8.135333000000001,9.978,4.42824,61.85340600000001,46.662333000000004,49.238333000000004,8.890667,20.293332999999997,49.139666999999996,20.293332999999997,41.323,8.204908,56.387553000000004,95.838823,66.026839,0.364,11.529333,-0.618333,5.742333,6.180333,2.072333,12.147667,43.365299,3.6484980000000005,72.25251999999999,90.531777,15.98,-0.376333,16.356333,52.215652,64.606759,11.132,34.929,9.050333,36.273333,51.745333,9.626333,43.832,65.636202,36.446174,74.61319300000001,98.181113,5.248,-0.136,5.384,82.581676,44.078148,-9.386333,-24.854667000000003,15.468333,22.617114,85.682262,0.335667,20.649333,-6.935333,0.316333,9.287333,-1.284667,27.584667,50.263999,3.123564,86.33536600000001,79.515814,-0.396667,-22.076,21.679333,97.140435,44.151169
M_IZ_L059M1NAAA,64.697383,35.302617,1.189907,78.837222,1.041667,57.7392,1.146551,75.964248,0.546763,36.226341,0.526667,114.71463200000001,0.366667,0.148333,-111.57781899999999,115.41581299999999,211.55059300000002,-173.803006,-138.537828,16.865754000000003,45.19305,11.327667,2.6686669999999997,8.659,64.275037,57.00131,2.000667,-5.201667,7.202333,13.95694,67.18418199999999,11.169,-7.033,18.202,65.5,51.165645,38.52,40.490666999999995,-10.898333000000001,3.817333,36.810666999999995,3.817333,51.389,5.474966,51.779773,97.757848,64.697383,-9.311,2.5243330000000004,-10.702667,-10.186333,-8.323,-12.051333,14.795333,16.353120999999998,41.443946000000004,77.79969399999999,76.022155,0.349333,-11.659667,12.009,62.885302,36.862770000000005,10.575333,49.361333,6.637,50.760333,62.803,7.856,57.489667000000004,64.216223,42.639383,72.59699,96.39673499999999,2.184333,-6.006333000000001,8.190667,87.399503,66.19119,6.529667,-14.875333,21.405,64.276725,61.560664,-5.771,7.226667,-17.723333,-17.192,0.729667,-17.241332999999997,25.139,47.267127,63.571697,92.847778,64.86405,4.753,-29.347333000000003,34.100333,87.617458,33.530095
M_DR_L059M1NAAA,64.770837,35.229163,1.24519,82.49914,1.041667,57.644169999999995,1.19717,79.31750600000001,0.643143,42.610881,0.515,116.556777,0.36833299999999997,0.158333,-59.977589,132.55076200000002,233.963837,-197.818419,-234.395929,10.757406,10.223155,11.528333,3.512667,8.015667,32.109460999999996,66.975309,7.0913330000000006,-2.000667,9.092,15.838728,64.48611,10.436333,-8.492,18.928333,34.299517,49.344983,39.028333,39.703666999999996,-3.67,8.612667,46.026,8.612667,49.696,2.6402639999999997,53.777111,85.141938,64.770837,-4.0963330000000004,10.816667,-4.149333,-2.8816669999999998,0.616333,-4.678333,16.439332999999998,28.424091999999998,20.792079,81.261459,86.572812,3.2416669999999996,-9.771,13.012667,61.892348999999996,52.271966,11.462333000000001,54.19733299999999,5.898667,55.653,68.993667,9.460666999999999,63.095,64.29046899999999,42.072565000000004,72.985125,96.986124,1.6,-5.5416669999999995,7.141667,67.63285,77.199224,-17.026667,-34.009,16.982332999999997,67.628466,80.12355,-27.514,8.984,-29.736333000000002,-28.536333000000003,-16.751667,-35.034,44.018,47.167482,43.337359,72.637686,76.227925,2.275,-32.399333,34.674333000000004,64.649865,38.287349
M_IZ_L060M1NAAA,72.393408,27.606592,0.961377,49.820331,1.213333,49.650926,0.793249,41.108238,0.47163999999999995,24.441354999999998,0.57,105.664732,0.375,0.268333,-76.943118,57.997426000000004,90.642135,-102.90916700000001,239.453652,32.32894,49.560774,17.644667000000002,9.415667,8.229,58.713834,49.139453,6.117,-0.365667,6.482667,44.178246,55.400027,10.368333,-8.839333,19.207667,41.70733,60.242143999999996,37.456666999999996,37.686667,-1.767,15.569,39.436,15.569,41.301667,4.773378,55.663295999999995,95.822463,72.393408,-0.416333,6.17,-1.167333,0.068333,1.318333,-2.5886669999999996,9.039667,56.717839,33.261497,98.92473100000001,81.421144,8.732333,-3.272333,12.004667,70.541847,65.765766,18.086333,38.897,0.958,39.85,46.412333000000004,20.160667,45.454333,71.97965,36.318286,79.509376,100.0,9.235667,3.615333,5.6203330000000005,78.13020300000001,69.977235,-6.446667,-19.529667,13.083,78.698982,26.403532000000002,2.885,19.028,-5.094333,-4.193333,10.031333,-4.197667,24.122332999999998,58.119794999999996,70.495721,89.610775,72.662225,14.219667000000001,-9.106333,23.326,98.252688,72.38144
M_DR_L060M1NAAA,70.96876800000001,29.031232,0.991583,51.385321999999995,1.288333,46.616541,0.7689159999999999,39.846624,0.489737,25.378976,0.643333,93.674987,0.335,0.235,-67.14744,65.77029399999999,123.37248899999999,-97.00832,-74.157834,26.350593,65.043192,17.212667,9.259333,7.953333,40.386542999999996,33.589744,0.559,-6.081333,6.640333,31.142279,89.16329300000001,8.152667,-10.368333,18.521,32.229612,89.207634,34.711,37.770333,0.995,16.396667,38.517,16.396667,37.522,8.002699,56.386157999999995,96.244457,70.96876800000001,-1.7116669999999998,0.8476670000000001,-3.359667,-3.290667,-0.547667,-6.943333,7.955667,47.745325,46.288799,89.006169,79.279931,6.655,-4.146,10.801,51.458453999999996,97.379024,19.103333,40.851333000000004,4.939,41.834,49.024333,20.727667,44.085333,70.580297,44.904569,76.791016,100.0,3.126,-1.942,5.068,57.076344999999996,84.16040100000001,-7.5816669999999995,-16.151,8.569333,60.719105000000006,54.253904000000006,1.715,15.805333,-7.492667,-5.498667,9.311667,-5.498667,23.298,53.395990000000005,68.517447,88.664932,70.96876800000001,30.549667,7.097333,23.452333,2.831116,73.274532
M_IZ_L076M3NAAA,66.468799,33.531201,1.078493,57.983513,1.253333,47.901715,0.860771,46.278015,0.5507770000000001,29.611649,0.663333,90.52226800000001,0.38166700000000003,0.208333,-22.672116,62.609042,119.908323,-144.59131499999998,-121.584092,5.631715,64.358453,9.591333,6.9873330000000005,2.604,68.84993399999999,23.585,3.305333,-0.7206670000000001,4.026,26.266070000000003,26.763396999999998,8.866,-1.341,10.207,35.900125,58.54695400000001,28.464667,28.643,-2.2576669999999996,8.236,31.399,8.236,33.656667,2.04918,52.821222,90.711448,66.468799,-6.929333,2.9996669999999996,-9.623667,-9.790667,-5.267333,-12.181333,15.181,43.30871,66.069618,100.0,75.941753,1.461333,-10.872667,12.334,56.504525,62.54775,15.342,45.392666999999996,10.713,46.233667,55.021333,10.054,45.153333,66.069618,43.324216,75.770432,99.330656,7.796667,-1.786,9.582667,79.751586,12.639922,11.484,-5.158333,16.642332999999997,12.639922,85.131235,4.005,15.930333,-14.856,-15.337,4.673,-16.147667000000002,32.078,46.301411,66.069618,91.197026,68.569351,21.883667000000003,-1.704,23.587667,79.79778,81.085741
M_DR_L076M3NAAA,69.09594399999999,30.904056,1.031623,55.46362,1.235,48.592989,0.835317,44.909504999999996,0.527717,28.371864000000002,0.59,101.752402,0.42,0.243333,-49.288426,79.27225,179.427582,-164.891533,-99.167815,28.870219,9.824508999999999,9.704667,6.95,2.754667,41.975763,59.802981,0.837667,-3.305333,4.143,44.977138000000004,78.919433,1.7316669999999998,-9.581333,11.313,45.957028,29.508196999999996,30.185333,30.637666999999997,0.204,16.999333,34.100667,16.999333,33.896667,3.401361,54.933212,89.34035899999999,69.09594399999999,-1.530333,2.806,-8.715,-8.923,0.310667,-9.935667,12.741667,46.702663,68.69100300000001,100.0,71.67354399999999,8.371667,-1.604,9.975667,25.024596,57.413355,10.346667,57.375,10.016,58.239,63.013332999999996,7.4566669999999995,55.756333,68.69100300000001,0.802325,73.147467,100.0,7.956333,-2.1236669999999997,10.08,77.870154,36.821308,6.156,-9.829,15.985,71.665428,84.081633,2.637667,15.809,-6.856,-5.861667,5.623,-5.861667,22.665,52.254687,46.243572,87.535036,69.09594399999999,8.648667,-11.709,20.357667000000003,54.677088,79.759365
M_IZ_L077M1NAAA,63.168925,36.831075,1.032173,62.204374,1.271667,47.183308000000004,0.811743,48.920121,0.51388,30.969610999999997,0.655,91.635097,0.421667,0.195,-0.9588030000000001,52.530977,101.158999,-148.199401,-72.900627,2.652731,43.886863,2.187,-7.033,9.22,69.852202,23.731138,11.236333,0.796667,10.439667,15.988705,66.70818,13.899,0.48,13.419,24.525778,72.631895,12.636333,12.753333,-19.698667,-10.432333,19.000332999999998,-10.432333,38.699,2.635046,52.027734,87.947363,63.168925,3.471,12.786667,3.104333,2.942,4.7226669999999995,0.844333,11.942333,20.973616,42.040822999999996,90.139325,68.812079,8.773,-12.804333,21.577333,43.090809,87.64569300000001,2.471333,33.310333,-0.396,34.549,52.563667,-0.662333,53.812,62.77573100000001,25.700210000000002,73.135684,98.822987,1.7553330000000003,-6.295333,8.050667,26.343531,73.141317,2.7,-9.28,11.98,71.032822,24.645673000000002,-0.20666700000000002,16.742667,-9.829,-5.604,7.560667,-7.971667,26.571666999999998,50.982991999999996,4.455851,84.79614000000001,65.007776,10.629,-11.526333000000001,22.155333,67.579596,72.218568
M_DR_L077M1NAAA,66.53353100000001,33.466469000000004,1.036353,62.455625,1.26,47.622565,0.8225049999999999,49.568135,0.518293,31.234763,0.616667,97.37021899999999,0.468333,0.186667,-63.755265,76.086024,140.04398999999998,-151.674325,-151.59485,25.080528,36.586391,0.43533299999999997,-7.033,7.468333,30.329937,75.017202,-1.158333,-11.236333,10.078,18.387069,67.196007,1.537,-13.899,15.436,27.509104999999998,75.829918,18.703,18.805332999999997,-18.866667,-5.976333,21.228667,-5.976333,40.095333000000004,4.233733,54.887203,97.106636,66.53353100000001,-3.1646669999999997,3.2583330000000004,-10.606,-10.654667,-1.6653330000000002,-10.661333,13.919667,19.567653,66.136676,94.732293,66.93090500000001,26.137667,11.493667,14.644,31.151161,71.280578,11.068333,42.834333,10.358,43.895333,54.898332999999994,10.101333,45.425,66.136676,31.889349,74.998714,98.935399,2.414,-3.110667,5.524667,81.864297,60.831433,-9.825667,-26.957666999999997,17.132,40.465721,85.585234,-1.4126670000000001,14.242,-18.27,-18.926333,6.51,-19.788332999999998,34.030333,46.690754,66.136676,87.033991,67.06637099999999,12.402667,-7.432,19.834667,60.196555000000004,47.921602
M_IZ_L080M1NAAA,66.638245,33.361755,0.81831,70.543966,1.286667,47.110682000000004,0.6412760000000001,55.282403,0.42275,36.443965999999996,0.601667,100.87805300000001,0.488333,0.196667,-62.359054,135.690685,210.07637799999998,-162.374355,-176.795174,25.309994,23.281198,28.435667,8.923667,19.512,72.824825,46.019913,-3.305,-16.725333,13.420333,10.883239999999999,71.00950999999999,1.097333,-26.126333,27.223667,98.564815,56.489275,61.069,61.247,1.4,20.111667,63.526667,20.111667,62.210667,1.544402,58.028153,95.951916,66.638245,-4.416333,7.671333,-15.374332999999998,-14.371,-2.613,-14.573,23.364,13.483215,64.161429,83.18904599999999,67.378986,15.688667,-2.695667,18.384332999999998,77.006685,65.223456,22.696667,50.098667,15.21,51.976,73.875333,18.506,60.039333,66.24565600000001,42.182860999999995,74.059488,99.292596,1.578,-14.719667000000001,16.297667,33.037037,68.988238,8.905667,-9.639333,18.545,47.104193,90.45474,2.960667,20.516667,-11.350333000000001,-11.61,5.657667,-12.290667,33.062333,52.107803999999994,66.116956,96.474117,67.08269,9.179,-6.273667,15.452667000000002,60.674406999999995,71.23561099999999
M_DR_L080M1NAAA,60.213781000000004,39.786219,0.775443,66.848563,1.226667,49.482376,0.642675,55.403045,0.39555999999999997,34.1,0.685,88.39872199999999,0.428333,0.173333,-27.047381,52.175211,166.452244,-134.75356000000002,-93.075521,20.949559,1.937702,27.408333000000002,8.923667,18.484667,52.796826,92.353263,16.269,3.305,12.964,16.490942999999998,55.52098,25.768667,1.7516669999999999,24.017,97.222222,43.346942,24.963,24.967667000000002,2.4386669999999997,14.155667000000001,34.967,14.155667000000001,32.528333,0.157978,52.740019,81.032286,60.213781000000004,-4.292,11.54,-4.689,-4.115333000000001,-2.801333,-8.284,19.824,19.394003,20.238095,74.598545,85.543529,-34.272,-45.305333000000005,11.033333,47.557756,85.754986,2.166667,34.239667,-2.562667,35.641667,51.256667,-0.031333,54.182,59.801428,9.931823,69.34607,99.052133,10.076,-8.202667,18.278667000000002,21.722441,69.040868,8.611667,-1.082,9.693667,48.938857,68.232027,-15.726,7.889333000000001,-15.971667000000002,-10.603,-9.047333,-16.212,24.605332999999998,41.423334000000004,0.6822560000000001,87.554419,98.441632,-25.083333,-55.355,30.271666999999997,65.943325,17.263134
M_IZ_L085M2NAAA,74.085286,25.914714,0.645663,44.223516,1.785,33.629523999999996,0.361715,24.775018,0.304467,20.853881,0.925,65.018291,0.448333,0.411667,-39.151216999999995,11.769701,21.299494,-63.479341000000005,-81.216767,12.749322,0.077955,16.455333,9.149666999999999,7.305667,56.858419,32.546224,4.171,-4.670667,8.841667,36.831008000000004,58.551862,3.481,-6.23,9.711,36.835570000000004,60.536055000000005,43.576,43.584666999999996,10.665667,21.625,44.363333000000004,21.625,34.947666999999996,2.017291,59.413277,96.72792,74.085286,-4.294333,9.116,-7.706333,-7.695,-2.441,-7.760333,16.918,48.105137,73.525711,92.553639,74.909945,2.582667,-11.313,13.895667000000001,60.900353,47.533116,28.221667,47.938333,16.265333,47.995667,51.237333,29.813,34.972,73.80504,43.391428999999995,81.06965699999999,100.0,-4.286333,-13.387667,9.101333,59.871876,72.12539699999999,9.752333,-1.135,10.887333,74.35851,63.102543000000004,4.779333,17.604333,-1.849,2.401333,12.703,2.401333,19.453332999999997,53.634859999999996,26.455115999999997,87.146946,74.085286,26.584667,3.1846669999999997,23.4,69.31795,34.586909999999996
M_DR_L085M2NAAA,74.666629,25.333371,0.674523,46.200228,1.7733330000000003,33.850301,0.380713,26.076253,0.341197,23.369635,0.86,69.772186,0.463333,0.461667,-51.476751,38.797946,69.347533,-92.471409,-23.701439999999998,9.45358,72.002675,15.458332999999998,10.058,5.400333,17.678043,48.734460999999996,4.124333,-5.387333,9.511667,50.479294,34.843234,7.420333,-7.092667,14.513,43.262071999999996,30.083565000000004,46.915,47.296667,2.574333,20.510333,49.064667,20.510333,46.490333,4.075133999999999,63.028503,92.82203299999999,74.666629,-2.850333,9.678,-6.759333,-6.943,-3.921,-7.906667,17.584667,49.623844,74.38454300000001,97.307335,77.688869,2.142,-6.4103330000000005,8.552333,32.226329,67.371922,28.127333,51.925333,9.972333,52.973,58.937,25.028,48.964667,74.38454300000001,48.746807000000004,78.532106,100.0,-2.0036669999999996,-8.058667,6.055,82.835934,53.375530000000005,-3.921667,-16.226,12.304333,6.866445,79.837586,7.040667,17.459332999999997,-0.460667,1.501667,16.642332999999997,0.805667,18.49,58.727180000000004,49.252862,89.066696,82.607534,13.218,-1.331,14.549,69.97006,31.913366999999997
M_IZ_L091M2NAAA,70.052739,29.947260999999997,1.224173,68.00963,1.615,37.166489,0.758206,42.122549,0.618013,34.334074,0.741667,80.91954,0.523333,0.35,4.04565,52.502559,114.395401,-161.17242199999998,-67.91632800000001,-0.9234110000000001,88.174899,9.311,5.380667,3.930333,39.288522,22.088353,3.057667,-3.899,6.9566669999999995,22.719518,72.43584,3.500667,-3.527333,7.028,37.651465,54.348307999999996,27.280333000000002,27.463,-9.956333,6.368333,31.264667,6.368333,41.221,1.149777,60.24960600000001,89.370887,70.052739,-3.984667,1.702333,-12.849333,-12.998667,-6.088,-13.664333,15.366667000000001,39.874815000000005,69.743018,100.0,72.23602199999999,25.997,7.350667,18.646333,34.271819,68.008849,3.5076669999999996,50.850333,1.272,52.262,66.401333,1.444667,65.47466700000001,69.743018,41.430153000000004,76.042585,97.913353,23.187333,5.561333,17.626,82.649902,41.26162,18.098333,-12.975,31.073333,73.674723,99.789695,5.605,13.468333,-14.947332999999999,-15.133667,18.341333,-15.510667000000002,33.871666999999995,46.736726000000004,69.743018,81.51339200000001,70.784863,20.23,-26.723333,46.953333,44.477587,77.068384
M_DR_L091M2NAAA,67.143497,32.856503000000004,1.146883,63.715741,1.5933329999999999,37.711214,0.720249,40.013833,0.60616,33.675556,0.873333,68.787261,0.483333,0.258333,-48.341004,31.239634000000002,66.139193,-155.407649,10.754474,41.829615999999994,26.154341,9.126667,5.432,3.694667,80.104327,36.414491,2.8,-3.057667,5.857667,18.946493,68.227087,4.971,-3.500667,8.471667,31.790195,83.34421400000001,26.367,26.369,-14.578332999999999,5.1443330000000005,32.590666999999996,5.1443330000000005,47.169,0.215054,54.366358999999996,86.503456,67.143497,-3.062667,4.992333,-8.231667,-8.443,-1.563333,-9.287,14.279333,25.951741000000002,66.829237,98.602151,70.41026600000001,8.286,-3.055,11.341,65.277778,70.451229,1.219,45.747667,-3.181333,47.296,64.777,0.107333,67.958333,66.829237,35.551075,74.280594,98.230287,10.161667,-2.05,12.211667,71.608423,46.444571999999994,28.856,8.939333,19.916667,70.82373299999999,65.972222,1.8773330000000001,14.822,-17.489667,-15.435667,11.857667,-15.435667,32.311667,43.351254,45.431388,87.760497,67.143497,19.009667,-21.574333,40.584,63.545827,42.03597
M_IZ_L139M1NAAA,79.561277,20.438723,0.719063,42.801389,2.181667,27.518109999999997,0.33008000000000004,19.647645,0.320683,19.088294,1.106667,54.339678,0.44166700000000003,0.633333,-14.969005,11.935493,32.403643,-172.700142,-24.619051000000002,18.24774,341.04873599999996,24.293,20.407667,3.885333,52.536683999999994,59.640715,3.3483330000000002,-7.530333000000001,10.878667,14.596972000000001,61.026858999999995,7.542667,-0.825667,8.368333,51.144366,69.052965,38.617667,38.869333000000005,13.993667000000002,35.084,45.194666999999995,35.052333000000004,31.201,25.794531,55.686232999999994,89.338252,87.026169,-5.146333,0.774,-12.364333,-10.842,-5.378,-10.842,13.138333,21.722263,72.298303,93.52906800000001,79.561277,3.9123330000000003,-9.427,13.339332999999998,89.830692,22.185454999999997,8.019,61.225,0.888,61.743667,67.717667,5.866333,66.829667,79.331959,16.457489000000002,83.840063,99.60876400000001,6.893667,-2.492,9.385667,86.143001,64.597852,1.245333,-11.101,12.346333,56.50224300000001,75.51612800000001,0.297667,20.769333,-37.825333,-32.919667,13.966332999999999,-32.919667,58.594667,59.352063,76.821401,90.501343,79.561277,18.420333,-20.663667,39.084,65.264737,86.803852
M_DR_L139M1NAAA,79.858713,20.141287,0.708287,42.159921000000004,2.1966669999999997,27.327252,0.322669,19.206488,0.39838,23.713095000000003,1.075,55.813953000000005,0.446667,0.66,-18.600239000000002,16.05874,32.339909000000006,-218.42879100000002,-28.319004,14.510753,109.01048300000001,25.067332999999998,20.419667,4.647667,34.044035,39.398241999999996,5.076,-3.3483330000000002,8.424333,14.41871,65.514096,0.263667,-7.384333,7.648,28.021309000000002,70.428965,44.719667,45.013,15.395,44.554333,54.824,43.775,39.429,27.157738000000002,56.71532,88.960962,92.68916800000001,1.219,6.302,-5.289667,-2.859,3.528,-2.859,11.591667,17.029523,72.414772,96.056066,79.858713,-0.216,-7.695667,7.479667,34.988582,47.077605,5.935333,64.232667,0.392667,64.651,71.092333,2.074,70.84433299999999,79.630986,19.853373,84.558401,99.070549,3.456667,-6.932,10.388667,31.377585999999997,80.34209399999999,-6.5193330000000005,-22.010667,15.491333,64.97762900000001,66.115093,4.086666999999999,23.241,-31.624333,-31.831333,7.601667,-33.678,56.995332999999995,63.696121999999995,79.55658100000001,97.40991899999999,80.844206,15.988332999999999,-6.788333000000001,22.776667,66.27735600000001,87.97815
